"Given Name","Family name","Age","Age type"
"Matija","Leonović","50","Grownup"
"Petra","Marković","28","Grownup"
"Leon","Domajić","89","Elder"
"Lucija","Damirović","28","Grownup"
"Pero","Leonović","89","Elder"
"Mia","Ivanović","20","Child"
"Lucija","Davorić","55","Grownup"
"Maja","Lucović","41","Grownup"
"Ivana","Perić","72","Elder"
"Petra","Mihalić","20","Child"
"Pero","Marković","46","Grownup"
"Damir","Ivić","72","Elder"
"Mia","Marković","31","Grownup"
"Antonio","Davorić","3","Child"
"Lucija","Tihanić","46","Grownup"
"Pero","Marković","24","Grownup"
"Davor","Marković","72","Elder"
"Leon","Majević","17","Child"
"Maja","Ivić","28","Grownup"
"Tihana","Petrić","55","Grownup"
"Maja","Ivić","69","Elder"
"Petra","Perić","55","Grownup"
"Mia","Davorić","69","Elder"
"Matija","Marković","14","Child"
"Domagoj","Leonović","14","Child"
"Maja","Leonović","20","Child"
"Pero","Mijić","28","Grownup"
"Ivana","Domajić","33","Grownup"
"Mia","Mihalić","31","Grownup"
"Lucija","Ivanović","89","Elder"
"Davor","Damirović","3","Child"
"Matija","Mihalić","24","Grownup"
"Lucija","Antonić","24","Grownup"
"Pero","Marković","3","Child"
"Marko","Domajić","31","Grownup"
"Lucija","Petrić","46","Grownup"
"Matija","Ivić","33","Grownup"
"Pero","Majević","72","Elder"
"Maja","Ivanović","69","Elder"
"Tihana","Antonić","72","Elder"
"Petra","Tihanić","20","Child"
"Mia","Mihalić","72","Elder"
"Antonio","Mijić","3","Child"
"Maja","Davorić","69","Elder"
"Mihael","Davorić","28","Grownup"
"Mia","Ivanović","24","Grownup"
"Ivana","Davorić","3","Child"
"Pero","Perić","72","Elder"
"Pero","Davorić","5","Child"
"Marko","Tihanić","55","Grownup"
"Damir","Tihanić","20","Child"
"Antonio","Tihanić","5","Child"
"Davor","Davorić","5","Child"
"Antonio","Lucović","24","Grownup"
"Tihana","Mijić","33","Grownup"
"Ivana","Leonović","5","Child"
"Ivan","Majević","33","Grownup"
"Marko","Tihanić","72","Elder"
"Mia","Majević","5","Child"
"Davor","Majević","89","Elder"
"Leon","Ivić","24","Grownup"
"Maja","Antonić","17","Child"
"Marko","Petrić","31","Grownup"
"Mihael","Petrić","46","Grownup"
"Antonio","Matijević","5","Child"
"Petra","Domajić","17","Child"
"Ivan","Marković","17","Child"
"Petra","Perić","46","Grownup"
"Mia","Leonović","28","Grownup"
"Pero","Damirović","3","Child"
"Domagoj","Damirović","24","Grownup"
"Mia","Ivić","89","Elder"
"Maja","Damirović","55","Grownup"
"Damir","Damirović","24","Grownup"
"Maja","Mihalić","33","Grownup"
"Ivana","Damirović","17","Child"
"Domagoj","Leonović","55","Grownup"
"Antonio","Perić","3","Child"
"Damir","Matijević","14","Child"
"Davor","Mijić","17","Child"
"Antonio","Antonić","24","Grownup"
"Ivan","Leonović","20","Child"
"Antonio","Matijević","17","Child"
"Tihana","Ivanović","89","Elder"
"Matija","Damirović","3","Child"
"Mihael","Petrić","31","Grownup"
"Damir","Ivić","20","Child"
"Pero","Mihalić","72","Elder"
"Maja","Marković","89","Elder"
"Pero","Lucović","72","Elder"
"Pero","Mihalić","46","Grownup"
"Davor","Leonović","24","Grownup"
"Petra","Leonović","17","Child"
"Matija","Antonić","69","Elder"
"Marko","Mihalić","14","Child"
"Domagoj","Ivanović","55","Grownup"
"Marko","Ivić","55","Grownup"
"Domagoj","Mihalić","69","Elder"
"Maja","Leonović","50","Grownup"
"Mihael","Damirović","17","Child"
"Mia","Mijić","33","Grownup"
"Davor","Antonić","17","Child"
"Mia","Tihanić","46","Grownup"
"Lucija","Damirović","31","Grownup"
"Pero","Domajić","5","Child"
"Lucija","Ivić","24","Grownup"
"Maja","Lucović","50","Grownup"
"Leon","Majević","20","Child"
"Domagoj","Davorić","41","Grownup"
"Damir","Damirović","5","Child"
"Pero","Damirović","55","Grownup"
"Leon","Petrić","69","Elder"
"Lucija","Petrić","31","Grownup"
"Lucija","Damirović","3","Child"
"Ivan","Tihanić","5","Child"
"Leon","Majević","41","Grownup"
"Tihana","Davorić","14","Child"
"Ivana","Ivanović","14","Child"
"Mia","Damirović","69","Elder"
"Matija","Perić","50","Grownup"
"Domagoj","Antonić","5","Child"
"Ivana","Petrić","33","Grownup"
"Maja","Antonić","28","Grownup"
"Damir","Antonić","31","Grownup"
"Davor","Matijević","72","Elder"
"Pero","Ivanović","33","Grownup"
"Pero","Petrić","50","Grownup"
"Mihael","Domajić","24","Grownup"
"Tihana","Lucović","3","Child"
"Damir","Matijević","89","Elder"
"Leon","Lucović","46","Grownup"
"Ivana","Petrić","20","Child"
"Matija","Davorić","89","Elder"
"Pero","Ivić","55","Grownup"
"Tihana","Ivanović","28","Grownup"
"Ivan","Leonović","14","Child"
"Ivan","Marković","20","Child"
"Lucija","Antonić","33","Grownup"
"Domagoj","Petrić","33","Grownup"
"Davor","Matijević","31","Grownup"
"Damir","Lucović","3","Child"
"Leon","Leonović","20","Child"
"Marko","Damirović","55","Grownup"
"Lucija","Tihanić","5","Child"
"Matija","Majević","28","Grownup"
"Damir","Perić","17","Child"
"Domagoj","Ivić","31","Grownup"
"Damir","Leonović","33","Grownup"
